date,dc_id,sku_id,demand_units,flu_season_index,promo_flag,physical_inventory,reserved_inventory,inbound_inventory,safety_stock,reorder_point,stockout_flag
2026-02-13,DC002,MED017,27.1,0.6,0,1680.9,122.0,0.0,83,268,0
2026-02-13,DC003,MED017,20.08,0.6,0,2153.9,256.0,0.0,19,230,0
2026-02-13,DC004,MED017,30.94,0.6,0,1774.1,257.0,0.0,82,264,0
2026-02-13,DC005,MED017,23.36,0.6,0,1556.6,83.0,0.0,28,240,0
2026-02-13,DC006,MED017,33.66,0.6,0,2699.3,195.0,0.0,17,228,0
2026-02-13,DC007,MED017,24.31,0.6,0,1817.7,226.0,0.0,86,273,0
2026-02-13,DC008,MED017,40.88,0.6,0,2223.1,308.0,0.0,39,241,0
2026-02-13,DC001,MED018,38.61,0.6,0,571.4,79.0,0.0,90,369,0
2026-02-13,DC002,MED018,46.53,0.6,0,2377.5,135.0,0.0,36,334,0
2026-02-13,DC003,MED018,66.01,0.6,0,2397.0,212.0,0.0,110,370,0
2026-02-13,DC004,MED018,30.93,0.6,0,2099.1,308.0,0.0,101,362,0
2026-02-13,DC005,MED018,55.96,0.6,0,2030.0,202.0,0.0,31,336,0
2026-02-13,DC006,MED018,74.48,0.6,0,1682.5,165.0,0.0,43,340,0
2026-02-13,DC007,MED018,24.47,0.6,0,2282.5,263.0,0.0,34,334,0
2026-02-13,DC008,MED018,55.22,0.6,0,1911.8,257.0,0.0,31,338,0
2026-02-13,DC001,MED019,68.55,0.6,0,1045.4,60.0,0.0,92,505,0
2026-02-13,DC002,MED019,78.4,0.6,0,1251.6,131.0,0.0,91,504,0
2026-02-13,DC003,MED019,40.29,0.6,0,2866.7,170.0,0.0,41,472,0
2026-02-13,DC004,MED019,38.71,0.6,0,2706.3,144.0,0.0,43,459,0
2026-02-13,DC005,MED019,73.49,0.6,0,1097.5,73.0,0.0,146,562,0
2026-02-13,DC006,MED019,69.25,0.6,0,2291.8,151.0,0.0,40,467,0
2026-02-13,DC007,MED019,68.37,0.6,0,2369.6,284.0,0.0,42,475,0
2026-02-13,DC008,MED019,70.18,0.6,0,1062.8,131.0,0.0,42,482,0
2026-02-13,DC001,MED020,33.42,0.6,0,1097.6,60.0,0.0,102,356,0
2026-02-13,DC002,MED020,41.31,0.6,0,1256.7,108.0,0.0,67,312,0
2026-02-13,DC003,MED020,41.84,0.6,0,3141.2,346.0,0.0,59,312,0
2026-02-13,DC004,MED020,33.12,0.6,0,1673.9,133.0,0.0,52,308,0
2026-02-13,DC005,MED020,55.44,0.6,0,2495.6,224.0,0.0,59,313,0
2026-02-13,DC006,MED020,43.4,0.6,0,1931.6,202.0,0.0,68,316,0
2026-02-13,DC007,MED020,29.0,0.6,0,1140.0,108.0,0.0,22,298,0
2026-02-13,DC008,MED020,44.98,0.6,0,2620.0,201.0,0.0,23,296,0
2026-02-13,DC001,MED021,139.73,0.6,0,2610.3,153.0,0.0,70,1065,0
2026-02-13,DC002,MED021,196.97,0.6,0,683.0,74.0,0.0,147,1051,0
2026-02-13,DC003,MED021,209.04,0.6,0,488.0,45.0,0.0,277,1145,0
2026-02-13,DC004,MED021,144.74,0.6,0,2253.3,311.0,0.0,182,1147,0
2026-02-13,DC005,MED021,202.7,0.6,0,2718.3,330.0,0.0,70,1081,0
2026-02-13,DC006,MED021,184.81,0.6,0,1178.2,139.0,0.0,77,1060,0
2026-02-13,DC007,MED021,198.11,0.6,0,2310.9,155.0,0.0,225,1151,0
2026-02-13,DC008,MED021,233.03,0.6,0,1783.0,262.0,0.0,257,1151,0
2026-02-13,DC001,MED022,41.94,0.6,0,1629.1,102.0,0.0,106,378,0
2026-02-13,DC002,MED022,36.98,0.6,0,713.0,107.0,0.0,26,340,0
2026-02-13,DC003,MED022,35.66,0.6,0,2513.3,355.0,0.0,142,423,0
2026-02-13,DC004,MED022,36.38,0.6,0,1956.6,111.0,0.0,25,337,0
2026-02-13,DC005,MED022,43.59,0.6,0,2341.4,182.0,0.0,104,372,0
2026-02-13,DC006,MED022,47.67,0.6,0,1855.3,208.0,0.0,99,364,0
2026-02-13,DC007,MED022,47.04,0.6,0,1723.0,112.0,0.0,57,357,0
2026-02-13,DC008,MED022,52.41,0.6,0,1153.6,164.0,0.0,26,328,0
2026-02-13,DC001,MED023,113.35,0.6,0,2542.6,263.0,0.0,63,426,0
2026-02-13,DC002,MED023,153.12,0.6,0,1779.9,175.0,0.0,56,405,0
2026-02-13,DC003,MED023,105.69,0.6,0,1096.3,71.0,0.0,76,442,0
2026-02-13,DC004,MED023,188.08,0.6,0,1463.9,203.0,0.0,59,393,0
2026-02-13,DC005,MED023,158.51,0.6,0,797.5,113.0,0.0,68,525,0
2026-02-13,DC006,MED023,89.33,0.6,0,1027.7,53.0,0.0,55,427,0
2026-02-13,DC007,MED023,83.43,0.6,0,970.6,78.0,0.0,50,397,0
2026-02-13,DC008,MED023,126.31,0.6,0,2936.7,176.0,0.0,90,427,0
2026-02-13,DC001,MED024,39.41,0.6,0,1804.6,114.0,0.0,76,286,0
2026-02-13,DC002,MED024,49.43,0.6,0,1598.6,151.0,0.0,55,280,0
2026-02-13,DC003,MED024,46.85,0.6,0,3536.2,272.0,0.0,21,272,0
2026-02-13,DC004,MED024,41.02,0.6,0,1787.0,127.0,0.0,64,296,0
2026-02-13,DC005,MED024,32.76,0.6,0,2258.2,280.0,0.0,20,259,0
2026-02-13,DC006,MED024,25.62,0.6,0,1948.4,266.0,0.0,38,274,0
2026-02-13,DC007,MED024,37.03,0.6,0,2433.0,247.0,0.0,98,295,0
2026-02-13,DC008,MED024,50.95,0.6,0,993.0,63.0,0.0,97,320,0
2026-02-13,DC001,MED025,156.84,0.6,0,2798.2,386.0,0.0,52,939,0
2026-02-13,DC002,MED025,134.67,0.6,0,734.3,98.0,0.0,247,1023,0
2026-02-13,DC003,MED025,156.22,0.6,0,895.8,108.0,0.0,182,1011,0
2026-02-13,DC004,MED025,159.44,0.6,0,1678.6,191.0,0.0,318,1090,0
2026-02-13,DC005,MED025,140.16,0.6,0,1792.8,196.0,0.0,50,956,0
2026-02-13,DC006,MED025,155.92,0.6,0,2516.1,214.0,0.0,51,953,0
2026-02-13,DC007,MED025,154.47,0.6,0,1297.5,154.0,0.0,323,1089,0
2026-02-13,DC008,MED025,136.23,0.6,0,2947.8,316.0,0.0,183,1000,0
2026-02-13,DC001,MED026,131.68,0.6,0,1481.3,201.0,0.0,244,874,0
2026-02-13,DC002,MED026,135.65,0.6,0,1247.4,113.0,0.0,48,771,0
2026-02-13,DC003,MED026,145.85,0.6,0,1464.2,75.0,0.0,188,818,0
2026-02-13,DC004,MED026,145.27,0.6,0,1970.7,226.0,0.0,157,815,0
2026-02-13,DC005,MED026,97.8,0.6,0,997.2,130.0,0.0,240,869,0
2026-02-13,DC006,MED026,106.39,0.6,0,1386.6,128.0,0.0,49,765,0
2026-02-13,DC007,MED026,134.75,0.6,0,584.2,56.0,0.0,192,836,0
2026-02-13,DC008,MED026,134.73,0.6,0,2180.3,131.0,0.0,45,790,0
2026-02-13,DC001,MED027,118.34,0.6,0,1263.7,110.0,0.0,46,685,0
2026-02-13,DC002,MED027,178.35,0.6,0,3270.6,199.0,0.0,43,684,0
2026-02-13,DC003,MED027,119.35,0.6,0,1526.6,208.0,0.0,205,766,0
2026-02-13,DC004,MED027,129.5,0.6,0,2397.5,192.0,0.0,38,679,0
2026-02-13,DC005,MED027,126.23,0.6,0,1248.8,163.0,0.0,44,675,0
2026-02-13,DC006,MED027,120.79,0.6,0,2267.2,249.0,0.0,55,700,0
2026-02-13,DC007,MED027,103.41,0.6,0,3155.6,365.0,0.0,231,786,0
2026-02-13,DC008,MED027,122.73,0.6,0,917.3,70.0,0.0,42,678,0
2026-02-13,DC001,MED028,30.78,0.6,0,1568.2,189.0,0.0,126,355,0
2026-02-13,DC002,MED028,34.7,0.6,0,664.3,48.0,0.0,55,293,0
2026-02-13,DC003,MED028,32.88,0.6,0,2602.1,305.0,0.0,49,286,0
2026-02-13,DC004,MED028,37.04,0.6,0,2569.0,354.0,0.0,48,286,0
2026-02-13,DC005,MED028,53.39,0.6,0,1292.6,98.0,0.0,20,272,0
2026-02-13,DC006,MED028,22.77,0.6,0,1890.2,239.0,0.0,20,273,0
2026-02-13,DC007,MED028,41.46,0.6,0,1203.5,71.0,0.0,38,283,0
2026-02-13,DC008,MED028,24.63,0.6,0,731.4,94.0,0.0,20,276,0
2026-02-13,DC001,MED029,65.75,0.6,0,1230.2,166.0,0.0,89,465,0
2026-02-13,DC002,MED029,82.37,0.6,0,1713.6,247.0,0.0,148,507,0
2026-02-13,DC003,MED029,71.46,0.6,0,1481.5,203.0,0.0,26,432,0
2026-02-13,DC004,MED029,50.06,0.6,0,2435.9,330.0,0.0,25,389,0
2026-02-13,DC005,MED029,53.92,0.6,0,991.1,106.0,0.0,23,387,0
2026-02-13,DC006,MED029,68.78,0.6,0,1699.2,163.0,0.0,105,413,0
2026-02-13,DC007,MED029,53.76,0.6,0,2079.2,205.0,0.0,122,433,0
2026-02-13,DC008,MED029,63.85,0.6,0,2026.2,102.0,0.0,131,437,0
2026-02-13,DC001,MED030,62.28,0.6,0,2304.7,291.0,0.0,30,233,0
2026-02-13,DC002,MED030,50.82,0.6,0,683.2,76.0,0.0,30,230,0
2026-02-13,DC003,MED030,96.76,0.6,0,1105.2,98.0,0.0,30,238,0
2026-02-13,DC004,MED030,71.95,0.6,0,2147.0,110.0,0.0,61,242,0
2026-02-13,DC005,MED030,43.64,0.6,0,2156.4,254.0,0.0,46,303,0
2026-02-13,DC006,MED030,64.59,0.6,0,2365.4,200.0,0.0,79,264,0
2026-02-13,DC007,MED030,50.66,0.6,0,1896.3,126.0,0.0,34,239,0
2026-02-13,DC008,MED030,75.54,0.6,0,1751.5,140.0,0.0,30,243,0
2026-02-13,DC001,MED031,34.01,0.6,0,1087.0,91.0,0.0,35,277,0
2026-02-13,DC002,MED031,40.81,0.6,0,420.2,63.0,0.0,51,283,0
2026-02-13,DC003,MED031,47.02,0.6,0,1855.0,128.0,0.0,51,280,0
2026-02-13,DC004,MED031,50.64,0.6,0,2152.4,305.0,0.0,58,288,0
2026-02-13,DC005,MED031,29.92,0.6,0,1787.1,113.0,0.0,20,261,0
2026-02-13,DC006,MED031,38.6,0.6,0,867.4,95.0,0.0,67,291,0
2026-02-13,DC007,MED031,37.2,0.6,0,1510.8,81.0,0.0,68,291,0
2026-02-13,DC008,MED031,35.41,0.6,0,1786.6,135.0,0.0,30,266,0
2026-02-13,DC001,MED032,70.46,0.6,0,1660.5,193.0,0.0,24,324,0
2026-02-13,DC002,MED032,54.74,0.6,0,1111.3,102.0,0.0,22,313,0
2026-02-13,DC003,MED032,35.5,0.6,0,1450.5,95.0,0.0,23,307,0
2026-02-13,DC004,MED032,60.67,0.6,0,1089.3,127.0,0.0,48,327,0
2026-02-13,DC005,MED032,74.58,0.6,0,1935.4,123.0,0.0,88,339,0
2026-02-13,DC006,MED032,61.99,0.6,0,2490.0,151.0,0.0,24,321,0
2026-02-13,DC007,MED032,32.51,0.6,0,2605.5,161.0,0.0,26,318,0
2026-02-13,DC008,MED032,44.47,0.6,0,2470.5,173.0,0.0,43,342,0
2026-02-13,DC001,MED033,68.69,0.6,0,2743.3,330.0,0.0,121,404,0
2026-02-13,DC002,MED033,45.14,0.6,0,1943.9,138.0,0.0,25,329,0
2026-02-13,DC003,MED033,58.87,0.6,0,2790.1,232.0,0.0,24,337,0
2026-02-13,DC004,MED033,62.82,0.6,0,1121.2,150.0,0.0,74,364,0
2026-02-13,DC005,MED033,42.53,0.6,0,2269.5,230.0,0.0,24,332,0
2026-02-13,DC006,MED033,52.87,0.6,0,1067.1,64.0,0.0,26,335,0
2026-02-13,DC007,MED033,14.94,0.6,0,2073.1,165.0,0.0,26,340,0
2026-02-13,DC008,MED033,41.37,0.6,0,2105.6,114.0,0.0,70,370,0
2026-02-13,DC001,MED034,141.46,0.6,0,2499.5,310.0,0.0,318,1064,0
2026-02-13,DC002,MED034,129.09,0.6,0,1335.9,181.0,0.0,47,890,0
2026-02-13,DC003,MED034,164.9,0.6,0,721.1,68.0,0.0,205,986,0
2026-02-13,DC004,MED034,107.96,0.6,0,1577.0,207.0,0.0,143,826,0
2026-02-13,DC005,MED034,120.27,0.6,0,2147.7,166.0,0.0,40,769,0
2026-02-13,DC006,MED034,127.37,0.6,0,2832.6,325.0,0.0,45,782,0
2026-02-13,DC007,MED034,143.66,0.6,0,2212.3,136.0,0.0,177,828,0
2026-02-13,DC008,MED034,107.89,0.6,0,1206.1,80.0,0.0,126,817,0
2026-02-13,DC001,MED035,68.74,0.6,0,926.3,109.0,0.0,133,433,0
2026-02-13,DC002,MED035,,0.6,0,1543.1,82.0,0.0,36,347,0
2026-02-13,DC003,MED035,31.77,0.6,0,1659.2,105.0,0.0,129,394,0
2026-02-13,DC004,MED035,56.65,0.6,0,971.4,60.0,0.0,34,366,0
2026-02-13,DC005,MED035,52.12,0.6,0,1416.9,115.0,0.0,35,378,0
2026-02-13,DC006,MED035,38.34,0.6,0,2720.7,320.0,0.0,87,385,0
2026-02-13,DC007,MED035,49.89,0.6,0,963.1,104.0,0.0,33,353,0
2026-02-13,DC008,MED035,42.04,0.6,0,1327.0,111.0,0.0,38,350,0
2026-02-13,DC001,MED036,82.16,0.6,0,1922.8,223.0,0.0,58,599,0
2026-02-13,DC002,MED036,97.5,0.6,0,2253.5,199.0,0.0,58,571,0
2026-02-13,DC003,MED036,123.33,0.6,0,1987.7,210.0,0.0,63,600,0
2026-02-13,DC004,MED036,44.37,0.6,0,1133.6,63.0,0.0,53,584,0
2026-02-13,DC005,MED036,138.63,0.6,0,1623.4,219.0,0.0,51,591,0
2026-02-13,DC006,MED036,24.39,0.6,0,2052.6,118.0,0.0,58,566,0
2026-02-13,DC007,MED036,74.74,0.6,0,1580.3,87.0,0.0,64,578,0
2026-02-13,DC008,MED036,95.43,0.6,0,2246.6,165.0,0.0,119,597,0
2026-02-13,DC001,MED037,199.63,0.6,0,1603.4,218.0,0.0,73,1159,0
2026-02-13,DC002,MED037,170.03,0.6,0,1017.0,117.0,0.0,413,1327,0
2026-02-13,DC003,MED037,183.61,0.6,0,1376.4,69.0,0.0,331,1278,0
2026-02-13,DC004,MED037,149.44,0.6,0,1492.6,120.0,0.0,78,1027,0
2026-02-13,DC005,MED037,146.28,0.6,0,2160.7,313.0,0.0,255,1114,0
2026-02-13,DC006,MED037,193.41,0.6,0,1497.6,143.0,0.0,152,1087,0
2026-02-13,DC007,MED037,177.28,0.6,0,1538.7,178.0,0.0,67,1026,0
2026-02-13,DC008,MED037,142.89,0.6,0,1143.1,70.0,0.0,272,1107,0
2026-02-13,DC001,MED038,201.32,0.6,0,1979.7,143.0,0.0,226,1145,0
2026-02-13,DC002,MED038,182.73,0.6,0,892.3,71.0,0.0,142,1108,0
2026-02-13,DC003,MED038,198.6,0.6,0,1879.4,125.0,0.0,70,1072,0
2026-02-13,DC004,MED038,192.85,0.6,0,1134.2,69.0,0.0,360,1173,0
2026-02-13,DC005,MED038,147.07,0.6,0,2247.9,201.0,0.0,72,1079,0
2026-02-13,DC006,MED038,155.51,0.6,0,1115.5,68.0,0.0,83,1073,0
2026-02-13,DC007,MED038,196.54,0.6,0,1258.5,137.0,0.0,195,1112,0
2026-02-13,DC008,MED038,192.24,0.6,0,2743.8,261.0,0.0,334,1201,0
2026-02-13,DC001,MED039,32.65,0.6,0,1387.4,139.0,0.0,33,260,0
2026-02-13,DC002,MED039,33.69,0.6,0,1409.3,189.0,0.0,18,251,0
2026-02-13,DC003,MED039,42.43,0.6,0,2112.6,143.0,0.0,69,280,0
2026-02-13,DC004,MED039,28.35,0.6,0,1009.6,90.0,0.0,87,280,0
2026-02-13,DC005,MED039,36.92,0.6,0,2178.1,193.0,0.0,61,271,0
2026-02-13,DC006,MED039,31.28,0.6,0,2019.7,286.0,0.0,19,253,0
2026-02-13,DC007,MED039,31.16,0.6,0,2770.8,214.0,0.0,20,248,0
2026-02-13,DC008,MED039,41.08,0.6,0,2548.9,375.0,0.0,20,249,0
2026-02-13,DC001,MED040,76.12,0.6,0,1103.9,132.0,0.0,58,241,0
2026-02-13,DC002,MED040,75.88,0.6,0,2364.1,189.0,0.0,157,301,0
