sku_id,supplier_type,dc_id,lead_time_days,min_order_qty,max_order_qty
MED004,regular,DC003,4.0,50,10000
MED004,local,DC003,2.0,20,2000
MED004,transfer,DC003,1.0,0,5000
MED004,urgent,DC003,2.4,50,1000
MED004,regular,DC004,4.0,50,10000
MED004,local,DC004,2.0,20,2000
MED004,transfer,DC004,1.0,0,5000
MED004,urgent,DC004,2.4,50,1000
MED004,regular,DC005,6.0,50,10000
MED004,local,DC005,2.4,20,2000
MED004,transfer,DC005,1.5,0,5000
MED004,urgent,DC005,3.6,50,1000
MED004,regular,DC006,8.0,50,10000
MED004,local,DC006,3.2,20,2000
MED004,transfer,DC006,2.0,0,5000
MED004,urgent,DC006,4.8,50,1000
MED004,regular,DC007,5.0,50,10000
MED004,local,DC007,2.0,20,2000
MED004,transfer,DC007,1.2,0,5000
MED004,urgent,DC007,3.0,50,1000
MED004,regular,DC008,5.0,50,10000
MED004,local,DC008,2.0,20,2000
MED004,transfer,DC008,1.2,0,5000
MED004,urgent,DC008,3.0,50,1000
MED005,regular,DC001,7.0,50,10000
MED005,local,DC001,2.8,20,2000
MED005,transfer,DC001,1.8,0,5000
MED005,urgent,DC001,4.2,50,1000
MED005,regular,DC002,6.0,50,10000
MED005,local,DC002,2.4,20,2000
MED005,transfer,DC002,1.5,0,5000
MED005,urgent,DC002,3.6,50,1000
MED005,regular,DC003,2.0,50,10000
MED005,local,DC003,2.0,20,2000
MED005,transfer,DC003,1.0,0,5000
MED005,urgent,DC003,1.2,50,1000
MED005,regular,DC004,8.0,50,10000
MED005,local,DC004,3.2,20,2000
MED005,transfer,DC004,2.0,0,5000
MED005,urgent,DC004,4.8,50,1000
MED005,regular,DC005,7.0,50,10000
MED005,local,DC005,2.8,20,2000
MED005,transfer,DC005,1.8,0,5000
MED005,urgent,DC005,4.2,50,1000
MED005,regular,DC006,6.0,50,10000
MED005,local,DC006,2.4,20,2000
MED005,transfer,DC006,1.5,0,5000
MED005,urgent,DC006,3.6,50,1000
MED005,regular,DC007,4.0,50,10000
MED005,local,DC007,2.0,20,2000
MED005,transfer,DC007,1.0,0,5000
MED005,urgent,DC007,2.4,50,1000
MED005,regular,DC008,6.0,50,10000
MED005,local,DC008,2.4,20,2000
MED005,transfer,DC008,1.5,0,5000
MED005,urgent,DC008,3.6,50,1000
MED005,regular,DC001,3.0,50,10000
MED005,local,DC001,2.0,20,2000
MED005,transfer,DC001,1.0,0,5000
MED005,urgent,DC001,1.8,50,1000
MED005,regular,DC002,2.0,50,10000
MED005,local,DC002,2.0,20,2000
MED005,transfer,DC002,1.0,0,5000
MED005,urgent,DC002,1.2,50,1000
MED005,regular,DC003,6.0,50,10000
MED005,local,DC003,2.4,20,2000
MED005,transfer,DC003,1.5,0,5000
MED005,urgent,DC003,3.6,50,1000
MED005,regular,DC004,5.0,50,10000
MED005,local,DC004,2.0,20,2000
MED005,transfer,DC004,1.2,0,5000
MED005,urgent,DC004,3.0,50,1000
MED005,regular,DC005,7.0,50,10000
MED005,local,DC005,2.8,20,2000
MED005,transfer,DC005,1.8,0,5000
MED005,urgent,DC005,4.2,50,1000
MED005,regular,DC006,8.0,50,10000
MED005,local,DC006,3.2,20,2000
MED005,transfer,DC006,2.0,0,5000
MED005,urgent,DC006,4.8,50,1000
MED005,regular,DC007,7.0,50,10000
MED005,local,DC007,2.8,20,2000
MED005,transfer,DC007,1.8,0,5000
MED005,urgent,DC007,4.2,50,1000
MED005,regular,DC008,5.0,50,10000
MED005,local,DC008,2.0,20,2000
MED005,transfer,DC008,1.2,0,5000
MED005,urgent,DC008,3.0,50,1000
MED006,regular,DC001,7.0,50,10000
MED006,local,DC001,2.8,20,2000
MED006,transfer,DC001,1.8,0,5000
MED006,urgent,DC001,4.2,50,1000
MED006,regular,DC002,5.0,50,10000
MED006,local,DC002,2.0,20,2000
MED006,transfer,DC002,1.2,0,5000
MED006,urgent,DC002,3.0,50,1000
MED006,regular,DC003,4.0,50,10000
MED006,local,DC003,2.0,20,2000
MED006,transfer,DC003,1.0,0,5000
MED006,urgent,DC003,2.4,50,1000
MED006,regular,DC004,4.0,50,10000
MED006,local,DC004,2.0,20,2000
MED006,transfer,DC004,1.0,0,5000
MED006,urgent,DC004,2.4,50,1000
MED006,regular,DC005,5.0,50,10000
MED006,local,DC005,2.0,20,2000
MED006,transfer,DC005,1.2,0,5000
MED006,urgent,DC005,3.0,50,1000
MED006,regular,DC006,9.0,50,10000
MED006,local,DC006,3.6,20,2000
MED006,transfer,DC006,2.2,0,5000
MED006,urgent,DC006,5.4,50,1000
MED006,regular,DC007,5.0,50,10000
MED006,local,DC007,2.0,20,2000
MED006,transfer,DC007,1.2,0,5000
MED006,urgent,DC007,3.0,50,1000
MED006,regular,DC008,4.0,50,10000
MED006,local,DC008,2.0,20,2000
MED006,transfer,DC008,1.0,0,5000
MED006,urgent,DC008,2.4,50,1000
MED006,regular,DC001,3.0,50,10000
MED006,local,DC001,2.0,20,2000
MED006,transfer,DC001,1.0,0,5000
MED006,urgent,DC001,1.8,50,1000
MED006,regular,DC002,4.0,50,10000
MED006,local,DC002,2.0,20,2000
MED006,transfer,DC002,1.0,0,5000
MED006,urgent,DC002,2.4,50,1000
MED006,regular,DC003,3.0,50,10000
MED006,local,DC003,2.0,20,2000
MED006,transfer,DC003,1.0,0,5000
MED006,urgent,DC003,1.8,50,1000
MED006,regular,DC004,6.0,50,10000
MED006,local,DC004,2.4,20,2000
MED006,transfer,DC004,1.5,0,5000
MED006,urgent,DC004,3.6,50,1000
MED006,regular,DC005,6.0,50,10000
MED006,local,DC005,2.4,20,2000
MED006,transfer,DC005,1.5,0,5000
MED006,urgent,DC005,3.6,50,1000
MED006,regular,DC006,9.0,50,10000
MED006,local,DC006,3.6,20,2000
MED006,transfer,DC006,2.2,0,5000
MED006,urgent,DC006,5.4,50,1000
MED006,regular,DC007,7.0,50,10000
MED006,local,DC007,2.8,20,2000
MED006,transfer,DC007,1.8,0,5000
MED006,urgent,DC007,4.2,50,1000
MED006,regular,DC008,7.0,50,10000
MED006,local,DC008,2.8,20,2000
MED006,transfer,DC008,1.8,0,5000
MED006,urgent,DC008,4.2,50,1000
MED007,regular,DC001,3.0,50,10000
MED007,local,DC001,2.0,20,2000
MED007,transfer,DC001,1.0,0,5000
MED007,urgent,DC001,1.8,50,1000
MED007,regular,DC002,3.0,50,10000
MED007,local,DC002,2.0,20,2000
MED007,transfer,DC002,1.0,0,5000
MED007,urgent,DC002,1.8,50,1000
MED007,regular,DC003,6.0,50,10000
MED007,local,DC003,2.4,20,2000
MED007,transfer,DC003,1.5,0,5000
MED007,urgent,DC003,3.6,50,1000
MED007,regular,DC004,4.0,50,10000
MED007,local,DC004,2.0,20,2000
MED007,transfer,DC004,1.0,0,5000
MED007,urgent,DC004,2.4,50,1000
MED007,regular,DC005,7.0,50,10000
MED007,local,DC005,2.8,20,2000
MED007,transfer,DC005,1.8,0,5000
MED007,urgent,DC005,4.2,50,1000
MED007,regular,DC006,10.0,50,10000
MED007,local,DC006,4.0,20,2000
MED007,transfer,DC006,2.5,0,5000
MED007,urgent,DC006,6.0,50,1000
MED007,regular,DC007,7.0,50,10000
MED007,local,DC007,2.8,20,2000
MED007,transfer,DC007,1.8,0,5000
MED007,urgent,DC007,4.2,50,1000
MED007,regular,DC008,5.0,50,10000
MED007,local,DC008,2.0,20,2000
MED007,transfer,DC008,1.2,0,5000
MED007,urgent,DC008,3.0,50,1000
MED008,regular,DC001,5.0,50,10000
MED008,local,DC001,2.0,20,2000
MED008,transfer,DC001,1.2,0,5000
MED008,urgent,DC001,3.0,50,1000
MED008,regular,DC002,4.0,50,10000
MED008,local,DC002,2.0,20,2000
MED008,transfer,DC002,1.0,0,5000
MED008,urgent,DC002,2.4,50,1000
MED008,regular,DC003,2.0,50,10000
MED008,local,DC003,2.0,20,2000
MED008,transfer,DC003,1.0,0,5000
MED008,urgent,DC003,1.2,50,1000
MED008,regular,DC004,6.0,50,10000
MED008,local,DC004,2.4,20,2000
MED008,transfer,DC004,1.5,0,5000
MED008,urgent,DC004,3.6,50,1000
MED008,regular,DC005,6.0,50,10000
MED008,local,DC005,2.4,20,2000
MED008,transfer,DC005,1.5,0,5000
MED008,urgent,DC005,3.6,50,1000
MED008,regular,DC006,7.0,50,10000
MED008,local,DC006,2.8,20,2000
MED008,transfer,DC006,1.8,0,5000
MED008,urgent,DC006,4.2,50,1000
MED008,regular,DC007,3.0,50,10000
MED008,local,DC007,2.0,20,2000
MED008,transfer,DC007,1.0,0,5000
MED008,urgent,DC007,1.8,50,1000
MED008,regular,DC008,6.0,50,10000
MED008,local,DC008,2.4,20,2000
MED008,transfer,DC008,1.5,0,5000
MED008,urgent,DC008,3.6,50,1000
MED008,regular,DC001,7.0,50,10000
MED008,local,DC001,2.8,20,2000
MED008,transfer,DC001,1.8,0,5000
MED008,urgent,DC001,4.2,50,1000
MED008,regular,DC002,5.0,50,10000
MED008,local,DC002,2.0,20,2000
MED008,transfer,DC002,1.2,0,5000
MED008,urgent,DC002,3.0,50,1000
MED008,regular,DC003,6.0,50,10000
MED008,local,DC003,2.4,20,2000
MED008,transfer,DC003,1.5,0,5000
MED008,urgent,DC003,3.6,50,1000
MED008,regular,DC004,5.0,50,10000
MED008,local,DC004,2.0,20,2000
MED008,transfer,DC004,1.2,0,5000
MED008,urgent,DC004,3.0,50,1000
MED008,regular,DC005,6.0,50,10000
MED008,local,DC005,2.4,20,2000
MED008,transfer,DC005,1.5,0,5000
MED008,urgent,DC005,3.6,50,1000
MED008,regular,DC006,7.0,50,10000
MED008,local,DC006,2.8,20,2000
MED008,transfer,DC006,1.8,0,5000
MED008,urgent,DC006,4.2,50,1000
MED008,regular,DC007,4.0,50,10000
MED008,local,DC007,2.0,20,2000
MED008,transfer,DC007,1.0,0,5000
MED008,urgent,DC007,2.4,50,1000
MED008,regular,DC008,7.0,50,10000
MED008,local,DC008,2.8,20,2000
MED008,transfer,DC008,1.8,0,5000
MED008,urgent,DC008,4.2,50,1000
MED009,regular,DC001,5.0,50,10000
MED009,local,DC001,2.0,20,2000
MED009,transfer,DC001,1.2,0,5000
MED009,urgent,DC001,3.0,50,1000
MED009,regular,DC002,5.0,50,10000
MED009,local,DC002,2.0,20,2000
MED009,transfer,DC002,1.2,0,5000
MED009,urgent,DC002,3.0,50,1000
MED009,regular,DC003,3.0,50,10000
MED009,local,DC003,2.0,20,2000
MED009,transfer,DC003,1.0,0,5000
MED009,urgent,DC003,1.8,50,1000
MED009,regular,DC004,6.0,50,10000
MED009,local,DC004,2.4,20,2000
MED009,transfer,DC004,1.5,0,5000
MED009,urgent,DC004,3.6,50,1000
MED009,regular,DC005,6.0,50,10000
MED009,local,DC005,2.4,20,2000
MED009,transfer,DC005,1.5,0,5000
MED009,urgent,DC005,3.6,50,1000
MED009,regular,DC006,6.0,50,10000
MED009,local,DC006,2.4,20,2000
MED009,transfer,DC006,1.5,0,5000
MED009,urgent,DC006,3.6,50,1000
MED009,regular,DC007,6.0,50,10000
MED009,local,DC007,2.4,20,2000
MED009,transfer,DC007,1.5,0,5000
MED009,urgent,DC007,3.6,50,1000
MED009,regular,DC008,4.0,50,10000
MED009,local,DC008,2.0,20,2000
MED009,transfer,DC008,1.0,0,5000
MED009,urgent,DC008,2.4,50,1000
MED010,regular,DC001,6.0,50,10000
MED010,local,DC001,2.4,20,2000
MED010,transfer,DC001,1.5,0,5000
MED010,urgent,DC001,3.6,50,1000
MED010,regular,DC002,4.0,50,10000
MED010,local,DC002,2.0,20,2000
MED010,transfer,DC002,1.0,0,5000
MED010,urgent,DC002,2.4,50,1000
MED010,regular,DC003,4.0,50,10000
MED010,local,DC003,2.0,20,2000
MED010,transfer,DC003,1.0,0,5000
MED010,urgent,DC003,2.4,50,1000
MED010,regular,DC004,5.0,50,10000
MED010,local,DC004,2.0,20,2000
MED010,transfer,DC004,1.2,0,5000
MED010,urgent,DC004,3.0,50,1000
MED010,regular,DC005,6.0,50,10000
MED010,local,DC005,2.4,20,2000
MED010,transfer,DC005,1.5,0,5000
MED010,urgent,DC005,3.6,50,1000
MED010,regular,DC006,6.0,50,10000
MED010,local,DC006,2.4,20,2000
MED010,transfer,DC006,1.5,0,5000
MED010,urgent,DC006,3.6,50,1000
MED010,regular,DC007,4.0,50,10000
MED010,local,DC007,2.0,20,2000
MED010,transfer,DC007,1.0,0,5000
MED010,urgent,DC007,2.4,50,1000
MED010,regular,DC008,7.0,50,10000
MED010,local,DC008,2.8,20,2000
MED010,transfer,DC008,1.8,0,5000
MED010,urgent,DC008,4.2,50,1000
MED010,regular,DC001,5.0,50,10000
MED010,local,DC001,2.0,20,2000
MED010,transfer,DC001,1.2,0,5000
MED010,urgent,DC001,3.0,50,1000
MED010,regular,DC002,4.0,50,10000
MED010,local,DC002,2.0,20,2000
MED010,transfer,DC002,1.0,0,5000
MED010,urgent,DC002,2.4,50,1000
MED010,regular,DC003,2.0,50,10000
MED010,local,DC003,2.0,20,2000
MED010,transfer,DC003,1.0,0,5000
MED010,urgent,DC003,1.2,50,1000
MED010,regular,DC004,6.0,50,10000
MED010,local,DC004,2.4,20,2000
MED010,transfer,DC004,1.5,0,5000
MED010,urgent,DC004,3.6,50,1000
MED010,regular,DC005,7.0,50,10000
MED010,local,DC005,2.8,20,2000
MED010,transfer,DC005,1.8,0,5000
MED010,urgent,DC005,4.2,50,1000
MED010,regular,DC006,10.0,50,10000
MED010,local,DC006,4.0,20,2000
MED010,transfer,DC006,2.5,0,5000
MED010,urgent,DC006,6.0,50,1000
MED010,regular,DC007,6.0,50,10000
MED010,local,DC007,2.4,20,2000
MED010,transfer,DC007,1.5,0,5000
MED010,urgent,DC007,3.6,50,1000
MED010,regular,DC008,8.0,50,10000
MED010,local,DC008,3.2,20,2000
MED010,transfer,DC008,2.0,0,5000
MED010,urgent,DC008,4.8,50,1000
MED011,regular,DC001,5.0,50,10000
MED011,local,DC001,2.0,20,2000
MED011,transfer,DC001,1.2,0,5000
MED011,urgent,DC001,3.0,50,1000
MED011,regular,DC002,3.0,50,10000
MED011,local,DC002,2.0,20,2000
MED011,transfer,DC002,1.0,0,5000
MED011,urgent,DC002,1.8,50,1000
MED011,regular,DC003,6.0,50,10000
MED011,local,DC003,2.4,20,2000
MED011,transfer,DC003,1.5,0,5000
MED011,urgent,DC003,3.6,50,1000
MED011,regular,DC004,6.0,50,10000
MED011,local,DC004,2.4,20,2000
MED011,transfer,DC004,1.5,0,5000
MED011,urgent,DC004,3.6,50,1000
MED011,regular,DC005,5.0,50,10000
MED011,local,DC005,2.0,20,2000
MED011,transfer,DC005,1.2,0,5000
MED011,urgent,DC005,3.0,50,1000
MED011,regular,DC006,6.0,50,10000
MED011,local,DC006,2.4,20,2000
MED011,transfer,DC006,1.5,0,5000
MED011,urgent,DC006,3.6,50,1000
MED011,regular,DC007,7.0,50,10000
MED011,local,DC007,2.8,20,2000
MED011,transfer,DC007,1.8,0,5000
MED011,urgent,DC007,4.2,50,1000
MED011,regular,DC008,7.0,50,10000
MED011,local,DC008,2.8,20,2000
MED011,transfer,DC008,1.8,0,5000
MED011,urgent,DC008,4.2,50,1000
MED011,regular,DC001,5.0,50,10000
MED011,local,DC001,2.0,20,2000
MED011,transfer,DC001,1.2,0,5000
MED011,urgent,DC001,3.0,50,1000
MED011,regular,DC002,4.0,50,10000
MED011,local,DC002,2.0,20,2000
MED011,transfer,DC002,1.0,0,5000
MED011,urgent,DC002,2.4,50,1000
MED011,regular,DC003,5.0,50,10000
MED011,local,DC003,2.0,20,2000
MED011,transfer,DC003,1.2,0,5000
MED011,urgent,DC003,3.0,50,1000
MED011,regular,DC004,8.0,50,10000
MED011,local,DC004,3.2,20,2000
MED011,transfer,DC004,2.0,0,5000
MED011,urgent,DC004,4.8,50,1000
MED011,regular,DC005,9.0,50,10000
MED011,local,DC005,3.6,20,2000
MED011,transfer,DC005,2.2,0,5000
MED011,urgent,DC005,5.4,50,1000
MED011,regular,DC006,6.0,50,10000
MED011,local,DC006,2.4,20,2000
MED011,transfer,DC006,1.5,0,5000
MED011,urgent,DC006,3.6,50,1000
MED011,regular,DC007,6.0,50,10000
MED011,local,DC007,2.4,20,2000
MED011,transfer,DC007,1.5,0,5000
MED011,urgent,DC007,3.6,50,1000
MED011,regular,DC008,8.0,50,10000
MED011,local,DC008,3.2,20,2000
MED011,transfer,DC008,2.0,0,5000
MED011,urgent,DC008,4.8,50,1000
MED012,regular,DC001,3.0,50,10000
MED012,local,DC001,2.0,20,2000
MED012,transfer,DC001,1.0,0,5000
MED012,urgent,DC001,1.8,50,1000
MED012,regular,DC002,5.0,50,10000
MED012,local,DC002,2.0,20,2000
MED012,transfer,DC002,1.2,0,5000
MED012,urgent,DC002,3.0,50,1000
MED012,regular,DC003,2.0,50,10000
MED012,local,DC003,2.0,20,2000
MED012,transfer,DC003,1.0,0,5000
MED012,urgent,DC003,1.2,50,1000
MED012,regular,DC004,8.0,50,10000
MED012,local,DC004,3.2,20,2000
MED012,transfer,DC004,2.0,0,5000
MED012,urgent,DC004,4.8,50,1000
MED012,regular,DC005,9.0,50,10000
MED012,local,DC005,3.6,20,2000
MED012,transfer,DC005,2.2,0,5000
MED012,urgent,DC005,5.4,50,1000
MED012,regular,DC006,7.0,50,10000
MED012,local,DC006,2.8,20,2000
MED012,transfer,DC006,1.8,0,5000
MED012,urgent,DC006,4.2,50,1000
MED012,regular,DC007,5.0,50,10000
MED012,local,DC007,2.0,20,2000
MED012,transfer,DC007,1.2,0,5000
MED012,urgent,DC007,3.0,50,1000
MED012,regular,DC008,7.0,50,10000
MED012,local,DC008,2.8,20,2000
MED012,transfer,DC008,1.8,0,5000
MED012,urgent,DC008,4.2,50,1000
MED013,regular,DC001,7.0,50,10000
MED013,local,DC001,2.8,20,2000
MED013,transfer,DC001,1.8,0,5000
MED013,urgent,DC001,4.2,50,1000
MED013,regular,DC002,4.0,50,10000
MED013,local,DC002,2.0,20,2000
MED013,transfer,DC002,1.0,0,5000
MED013,urgent,DC002,2.4,50,1000
MED013,regular,DC003,2.0,50,10000
MED013,local,DC003,2.0,20,2000
MED013,transfer,DC003,1.0,0,5000
MED013,urgent,DC003,1.2,50,1000
MED013,regular,DC004,6.0,50,10000
MED013,local,DC004,2.4,20,2000
MED013,transfer,DC004,1.5,0,5000
MED013,urgent,DC004,3.6,50,1000
MED013,regular,DC005,9.0,50,10000
MED013,local,DC005,3.6,20,2000
MED013,transfer,DC005,2.2,0,5000
MED013,urgent,DC005,5.4,50,1000
MED013,regular,DC006,8.0,50,10000
MED013,local,DC006,3.2,20,2000
MED013,transfer,DC006,2.0,0,5000
MED013,urgent,DC006,4.8,50,1000
MED013,regular,DC007,6.0,50,10000
MED013,local,DC007,2.4,20,2000
MED013,transfer,DC007,1.5,0,5000
MED013,urgent,DC007,3.6,50,1000
MED013,regular,DC008,6.0,50,10000
MED013,local,DC008,2.4,20,2000
MED013,transfer,DC008,1.5,0,5000
MED013,urgent,DC008,3.6,50,1000
MED014,regular,DC001,4.0,50,10000
MED014,local,DC001,2.0,20,2000
MED014,transfer,DC001,1.0,0,5000
MED014,urgent,DC001,2.4,50,1000
MED014,regular,DC002,5.0,50,10000
MED014,local,DC002,2.0,20,2000
MED014,transfer,DC002,1.2,0,5000
MED014,urgent,DC002,3.0,50,1000
MED014,regular,DC003,5.0,50,10000
MED014,local,DC003,2.0,20,2000
MED014,transfer,DC003,1.2,0,5000
MED014,urgent,DC003,3.0,50,1000
MED014,regular,DC004,5.0,50,10000
MED014,local,DC004,2.0,20,2000
MED014,transfer,DC004,1.2,0,5000
MED014,urgent,DC004,3.0,50,1000
MED014,regular,DC005,9.0,50,10000
MED014,local,DC005,3.6,20,2000
MED014,transfer,DC005,2.2,0,5000
MED014,urgent,DC005,5.4,50,1000
MED014,regular,DC006,10.0,50,10000
MED014,local,DC006,4.0,20,2000
MED014,transfer,DC006,2.5,0,5000
MED014,urgent,DC006,6.0,50,1000
MED014,regular,DC007,5.0,50,10000
MED014,local,DC007,2.0,20,2000
MED014,transfer,DC007,1.2,0,5000
MED014,urgent,DC007,3.0,50,1000
MED014,regular,DC008,7.0,50,10000
MED014,local,DC008,2.8,20,2000
MED014,transfer,DC008,1.8,0,5000
MED014,urgent,DC008,4.2,50,1000
MED014,regular,DC001,7.0,50,10000
MED014,local,DC001,2.8,20,2000
MED014,transfer,DC001,1.8,0,5000
MED014,urgent,DC001,4.2,50,1000
MED014,regular,DC002,2.0,50,10000
MED014,local,DC002,2.0,20,2000
MED014,transfer,DC002,1.0,0,5000
MED014,urgent,DC002,1.2,50,1000
MED014,regular,DC003,4.0,50,10000
MED014,local,DC003,2.0,20,2000
MED014,transfer,DC003,1.0,0,5000
MED014,urgent,DC003,2.4,50,1000
MED014,regular,DC004,6.0,50,10000
MED014,local,DC004,2.4,20,2000
MED014,transfer,DC004,1.5,0,5000
MED014,urgent,DC004,3.6,50,1000
MED014,regular,DC005,6.0,50,10000
MED014,local,DC005,2.4,20,2000
MED014,transfer,DC005,1.5,0,5000
MED014,urgent,DC005,3.6,50,1000
MED014,regular,DC006,9.0,50,10000
MED014,local,DC006,3.6,20,2000
MED014,transfer,DC006,2.2,0,5000
MED014,urgent,DC006,5.4,50,1000
MED014,regular,DC007,7.0,50,10000
MED014,local,DC007,2.8,20,2000
MED014,transfer,DC007,1.8,0,5000
MED014,urgent,DC007,4.2,50,1000
MED014,regular,DC008,8.0,50,10000
MED014,local,DC008,3.2,20,2000
MED014,transfer,DC008,2.0,0,5000
MED014,urgent,DC008,4.8,50,1000
MED015,regular,DC001,6.0,50,10000
MED015,local,DC001,2.4,20,2000
MED015,transfer,DC001,1.5,0,5000
MED015,urgent,DC001,3.6,50,1000
MED015,regular,DC002,3.0,50,10000
MED015,local,DC002,2.0,20,2000
MED015,transfer,DC002,1.0,0,5000
MED015,urgent,DC002,1.8,50,1000
MED015,regular,DC003,6.0,50,10000
MED015,local,DC003,2.4,20,2000
MED015,transfer,DC003,1.5,0,5000
MED015,urgent,DC003,3.6,50,1000
MED015,regular,DC004,7.0,50,10000
MED015,local,DC004,2.8,20,2000
MED015,transfer,DC004,1.8,0,5000
