order_id,dc_id,sku_id,distributor_id,order_date,promised_delivery_date,actual_delivery_date,ordered_qty,received_qty,on_time,fill_rate,order_frequency_days
ORD000048,DC006,MED010,SUP002,2026-02-13,2026-02-13,2026-02-13,83.0,83.0,True,1.0,2.0
ORD000049,DC007,MED010,SUP002,2026-02-13,2026-02-13,2026-02-13,97.0,97.0,True,1.0,1.0
ORD000050,DC008,MED010,SUP002,2026-02-13,2026-02-13,2026-02-13,44.0,44.0,True,1.0,1.0
ORD000051,DC001,MED011,SUP001,2026-02-13,2026-02-13,2026-02-13,53.0,53.0,True,1.0,1.0
ORD000052,DC002,MED011,SUP001,2026-02-13,2026-02-13,2026-02-13,80.0,80.0,True,1.0,1.0
ORD000053,DC004,MED011,SUP001,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,1.0
ORD000054,DC005,MED011,SUP001,2026-02-13,2026-02-13,2026-02-13,54.0,54.0,True,1.0,1.0
ORD000055,DC006,MED011,SUP001,2026-02-13,2026-02-13,2026-02-13,59.0,59.0,True,1.0,2.0
ORD000056,DC007,MED011,SUP001,2026-02-13,2026-02-13,2026-02-13,82.0,82.0,True,1.0,1.0
ORD000057,DC001,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,160.0,160.0,True,1.0,1.0
ORD000058,DC002,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,213.0,213.0,True,1.0,2.0
ORD000059,DC003,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,159.0,159.0,True,1.0,1.0
ORD000060,DC004,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,275.0,275.0,True,1.0,3.0
ORD000061,DC005,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,171.0,171.0,True,1.0,2.0
ORD000062,DC007,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,160.0,160.0,True,1.0,1.0
ORD000063,DC008,MED012,SUP003,2026-02-13,2026-02-13,2026-02-13,84.0,84.0,True,1.0,1.0
ORD000064,DC001,MED013,SUP003,2026-02-13,2026-02-13,2026-02-13,49.0,49.0,True,1.0,1.0
ORD000065,DC002,MED013,SUP003,2026-02-13,2026-02-13,2026-02-13,45.0,45.0,True,1.0,1.0
ORD000066,DC003,MED013,SUP003,2026-02-13,2026-02-13,2026-02-13,60.0,60.0,True,1.0,1.0
ORD000067,DC006,MED013,SUP003,2026-02-13,2026-02-13,2026-02-13,50.0,50.0,True,1.0,1.0
ORD000068,DC007,MED013,SUP003,2026-02-13,2026-02-13,2026-02-13,45.0,45.0,True,1.0,1.0
ORD000069,DC008,MED013,SUP003,2026-02-13,2026-02-13,2026-02-13,54.0,54.0,True,1.0,2.0
ORD000070,DC004,MED014,SUP003,2026-02-13,2026-02-13,2026-02-13,65.0,65.0,True,1.0,1.0
ORD000071,DC005,MED014,SUP003,2026-02-13,2026-02-13,2026-02-13,77.0,77.0,True,1.0,1.0
ORD000072,DC008,MED014,SUP003,2026-02-13,2026-02-13,2026-02-13,68.0,68.0,True,1.0,2.0
ORD000073,DC003,MED015,SUP004,2026-02-13,2026-02-13,2026-02-13,193.0,193.0,True,1.0,1.0
ORD000074,DC005,MED015,SUP004,2026-02-13,2026-02-13,2026-02-13,166.0,166.0,True,1.0,1.0
ORD000075,DC006,MED015,SUP004,2026-02-13,2026-02-13,2026-02-13,139.0,139.0,True,1.0,1.0
ORD000076,DC007,MED015,SUP004,2026-02-13,2026-02-13,2026-02-13,175.0,175.0,True,1.0,1.0
ORD000077,DC001,MED016,SUP001,2026-02-13,2026-02-13,2026-02-13,128.0,128.0,True,1.0,1.0
ORD000078,DC005,MED016,SUP001,2026-02-13,2026-02-13,2026-02-13,122.0,122.0,True,1.0,1.0
ORD000079,DC008,MED016,SUP001,2026-02-13,2026-02-13,2026-02-13,87.0,87.0,True,1.0,2.0
ORD000080,DC002,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,29.0,29.0,True,1.0,1.0
ORD000081,DC003,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,33.0,33.0,True,1.0,1.0
ORD000082,DC004,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,50.0,50.0,True,1.0,4.0
ORD000083,DC005,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,39.0,39.0,True,1.0,2.0
ORD000084,DC006,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,44.0,44.0,True,1.0,1.0
ORD000085,DC007,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,33.0,33.0,True,1.0,1.0
ORD000086,DC008,MED017,SUP004,2026-02-13,2026-02-13,2026-02-13,55.0,55.0,True,1.0,1.0
ORD000087,DC001,MED018,SUP004,2026-02-13,2026-02-13,2026-02-13,41.0,41.0,True,1.0,1.0
ORD000088,DC002,MED018,SUP004,2026-02-13,2026-02-13,2026-02-13,44.0,44.0,True,1.0,1.0
ORD000089,DC005,MED018,SUP004,2026-02-13,2026-02-13,2026-02-13,64.0,64.0,True,1.0,2.0
ORD000090,DC007,MED018,SUP004,2026-02-13,2026-02-13,2026-02-13,24.0,24.0,True,1.0,1.0
ORD000091,DC008,MED018,SUP004,2026-02-13,2026-02-13,2026-02-13,66.0,66.0,True,1.0,1.0
ORD000092,DC001,MED019,SUP003,2026-02-13,2026-02-13,2026-02-13,79.0,79.0,True,1.0,1.0
ORD000093,DC003,MED019,SUP003,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,1.0
ORD000094,DC006,MED019,SUP003,2026-02-13,2026-02-13,2026-02-13,70.0,70.0,True,1.0,2.0
ORD000095,DC008,MED019,SUP003,2026-02-13,2026-02-13,2026-02-13,73.0,73.0,True,1.0,1.0
ORD000096,DC001,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,43.0,43.0,True,1.0,1.0
ORD000097,DC002,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,49.0,49.0,True,1.0,1.0
ORD000098,DC003,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,40.0,40.0,True,1.0,1.0
ORD000099,DC004,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,44.0,44.0,True,1.0,2.0
ORD000100,DC005,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,65.0,65.0,True,1.0,2.0
ORD000101,DC006,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,58.0,58.0,True,1.0,4.0
ORD000102,DC007,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,34.0,34.0,True,1.0,1.0
ORD000103,DC008,MED020,SUP004,2026-02-13,2026-02-13,2026-02-13,61.0,61.0,True,1.0,1.0
ORD000104,DC001,MED021,SUP004,2026-02-13,2026-02-13,2026-02-13,166.0,166.0,True,1.0,3.0
ORD000105,DC002,MED021,SUP004,2026-02-13,2026-02-13,2026-02-13,252.0,252.0,True,1.0,1.0
ORD000106,DC003,MED021,SUP004,2026-02-13,2026-02-13,2026-02-13,265.0,265.0,True,1.0,1.0
ORD000107,DC004,MED021,SUP004,2026-02-13,2026-02-13,2026-02-13,144.0,144.0,True,1.0,2.0
ORD000108,DC005,MED021,SUP004,2026-02-13,2026-02-13,2026-02-13,263.0,263.0,True,1.0,1.0
ORD000109,DC006,MED021,SUP004,2026-02-13,2026-02-13,2026-02-13,183.0,183.0,True,1.0,1.0
ORD000110,DC001,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,59.0,59.0,True,1.0,1.0
ORD000111,DC002,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,48.0,48.0,True,1.0,1.0
ORD000112,DC004,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,42.0,42.0,True,1.0,1.0
ORD000113,DC005,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,62.0,62.0,True,1.0,1.0
ORD000114,DC006,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,55.0,55.0,True,1.0,1.0
ORD000115,DC007,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,66.0,66.0,True,1.0,1.0
ORD000116,DC008,MED022,SUP004,2026-02-13,2026-02-13,2026-02-13,52.0,52.0,True,1.0,3.0
ORD000117,DC001,MED023,SUP003,2026-02-13,2026-02-13,2026-02-13,124.0,124.0,True,1.0,2.0
ORD000118,DC002,MED023,SUP003,2026-02-13,2026-02-13,2026-02-13,143.0,143.0,True,1.0,1.0
ORD000119,DC003,MED023,SUP003,2026-02-13,2026-02-13,2026-02-13,125.0,125.0,True,1.0,1.0
ORD000120,DC004,MED023,SUP003,2026-02-13,2026-02-13,2026-02-13,195.0,195.0,True,1.0,1.0
ORD000121,DC007,MED023,SUP003,2026-02-13,2026-02-13,2026-02-13,98.0,98.0,True,1.0,1.0
ORD000122,DC003,MED024,SUP003,2026-02-13,2026-02-13,2026-02-13,56.0,56.0,True,1.0,1.0
ORD000123,DC007,MED024,SUP003,2026-02-13,2026-02-13,2026-02-13,43.0,43.0,True,1.0,2.0
ORD000124,DC001,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,162.0,162.0,True,1.0,1.0
ORD000125,DC002,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,155.0,155.0,True,1.0,1.0
ORD000126,DC003,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,197.0,197.0,True,1.0,1.0
ORD000127,DC004,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,149.0,149.0,True,1.0,1.0
ORD000128,DC005,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,181.0,181.0,True,1.0,1.0
ORD000129,DC006,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,204.0,204.0,True,1.0,1.0
ORD000130,DC007,MED025,SUP001,2026-02-13,2026-02-13,2026-02-13,165.0,165.0,True,1.0,1.0
ORD000131,DC001,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,157.0,157.0,True,1.0,2.0
ORD000132,DC002,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,172.0,172.0,True,1.0,1.0
ORD000133,DC004,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,134.0,134.0,True,1.0,1.0
ORD000134,DC005,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,132.0,132.0,True,1.0,7.0
ORD000135,DC006,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,113.0,113.0,True,1.0,1.0
ORD000136,DC007,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,170.0,170.0,True,1.0,2.0
ORD000137,DC008,MED026,SUP001,2026-02-13,2026-02-13,2026-02-13,165.0,165.0,True,1.0,1.0
ORD000138,DC001,MED027,SUP005,2026-02-13,2026-02-13,2026-02-13,138.0,138.0,True,1.0,2.0
ORD000139,DC002,MED027,SUP005,2026-02-13,2026-02-13,2026-02-13,237.0,237.0,True,1.0,1.0
ORD000140,DC003,MED027,SUP005,2026-02-13,2026-02-13,2026-02-13,150.0,150.0,True,1.0,1.0
ORD000141,DC004,MED027,SUP005,2026-02-13,2026-02-13,2026-02-13,165.0,165.0,True,1.0,2.0
ORD000142,DC006,MED027,SUP005,2026-02-13,2026-02-13,2026-02-13,149.0,149.0,True,1.0,1.0
ORD000143,DC008,MED027,SUP005,2026-02-13,2026-02-13,2026-02-13,130.0,130.0,True,1.0,1.0
ORD000144,DC001,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,37.0,37.0,True,1.0,1.0
ORD000145,DC002,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,1.0
ORD000146,DC003,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,49.0,49.0,True,1.0,2.0
ORD000147,DC004,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,36.0,36.0,True,1.0,2.0
ORD000148,DC006,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,30.0,30.0,True,1.0,3.0
ORD000149,DC007,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,53.0,53.0,True,1.0,1.0
ORD000150,DC008,MED028,SUP004,2026-02-13,2026-02-13,2026-02-13,28.0,28.0,True,1.0,1.0
ORD000151,DC001,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,88.0,88.0,True,1.0,1.0
ORD000152,DC002,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,108.0,108.0,True,1.0,2.0
ORD000153,DC003,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,73.0,73.0,True,1.0,1.0
ORD000154,DC004,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,53.0,53.0,True,1.0,1.0
ORD000155,DC006,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,89.0,89.0,True,1.0,3.0
ORD000156,DC007,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,59.0,59.0,True,1.0,3.0
ORD000157,DC008,MED029,SUP004,2026-02-13,2026-02-13,2026-02-13,79.0,79.0,True,1.0,1.0
ORD000158,DC001,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,76.0,76.0,True,1.0,2.0
ORD000159,DC002,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,64.0,64.0,True,1.0,1.0
ORD000160,DC003,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,99.0,99.0,True,1.0,1.0
ORD000161,DC004,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,91.0,91.0,True,1.0,2.0
ORD000162,DC005,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,4.0
ORD000163,DC006,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,74.0,74.0,True,1.0,1.0
ORD000164,DC008,MED030,SUP005,2026-02-13,2026-02-13,2026-02-13,96.0,96.0,True,1.0,2.0
ORD000165,DC002,MED031,SUP004,2026-02-13,2026-02-13,2026-02-13,55.0,55.0,True,1.0,1.0
ORD000166,DC004,MED031,SUP004,2026-02-13,2026-02-13,2026-02-13,57.0,57.0,True,1.0,1.0
ORD000167,DC006,MED031,SUP004,2026-02-13,2026-02-13,2026-02-13,47.0,47.0,True,1.0,1.0
ORD000168,DC008,MED031,SUP004,2026-02-13,2026-02-13,2026-02-13,43.0,43.0,True,1.0,1.0
ORD000169,DC001,MED032,SUP003,2026-02-13,2026-02-13,2026-02-13,71.0,71.0,True,1.0,1.0
ORD000170,DC002,MED032,SUP003,2026-02-13,2026-02-13,2026-02-13,66.0,66.0,True,1.0,2.0
ORD000171,DC003,MED032,SUP003,2026-02-13,2026-02-13,2026-02-13,44.0,44.0,True,1.0,1.0
ORD000172,DC004,MED032,SUP003,2026-02-13,2026-02-13,2026-02-13,67.0,67.0,True,1.0,1.0
ORD000173,DC007,MED032,SUP003,2026-02-13,2026-02-13,2026-02-13,33.0,33.0,True,1.0,1.0
ORD000174,DC008,MED032,SUP003,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,1.0
ORD000175,DC001,MED033,SUP002,2026-02-13,2026-02-13,2026-02-13,68.0,68.0,True,1.0,2.0
ORD000176,DC003,MED033,SUP002,2026-02-13,2026-02-13,2026-02-13,78.0,78.0,True,1.0,1.0
ORD000177,DC004,MED033,SUP002,2026-02-13,2026-02-13,2026-02-13,61.0,61.0,True,1.0,2.0
ORD000178,DC006,MED033,SUP002,2026-02-13,2026-02-13,2026-02-13,62.0,62.0,True,1.0,4.0
ORD000179,DC007,MED033,SUP002,2026-02-13,2026-02-13,2026-02-13,16.0,16.0,True,1.0,1.0
ORD000180,DC008,MED033,SUP002,2026-02-13,2026-02-13,2026-02-13,54.0,54.0,True,1.0,1.0
ORD000181,DC001,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,171.0,171.0,True,1.0,3.0
ORD000182,DC002,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,129.0,129.0,True,1.0,1.0
ORD000183,DC003,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,207.0,207.0,True,1.0,1.0
ORD000184,DC004,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,124.0,124.0,True,1.0,1.0
ORD000185,DC005,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,157.0,157.0,True,1.0,1.0
ORD000186,DC007,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,142.0,142.0,True,1.0,1.0
ORD000187,DC008,MED034,SUP001,2026-02-13,2026-02-13,2026-02-13,131.0,131.0,True,1.0,1.0
ORD000188,DC001,MED035,SUP001,2026-02-13,2026-02-13,2026-02-13,76.0,76.0,True,1.0,1.0
ORD000189,DC002,MED035,SUP001,2026-02-13,2026-02-13,2026-02-13,70.0,70.0,True,1.0,1.0
ORD000190,DC004,MED035,SUP001,2026-02-13,2026-02-13,2026-02-13,55.0,55.0,True,1.0,1.0
ORD000191,DC007,MED035,SUP001,2026-02-13,2026-02-13,2026-02-13,71.0,71.0,True,1.0,1.0
ORD000192,DC008,MED035,SUP001,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,1.0
ORD000193,DC001,MED036,SUP001,2026-02-13,2026-02-13,2026-02-13,92.0,92.0,True,1.0,1.0
ORD000194,DC004,MED036,SUP001,2026-02-13,2026-02-13,2026-02-13,51.0,51.0,True,1.0,1.0
ORD000195,DC006,MED036,SUP001,2026-02-13,2026-02-13,2026-02-13,34.0,34.0,True,1.0,2.0
ORD000196,DC007,MED036,SUP001,2026-02-13,2026-02-13,2026-02-13,91.0,91.0,True,1.0,1.0
ORD000197,DC008,MED036,SUP001,2026-02-13,2026-02-13,2026-02-13,121.0,121.0,True,1.0,1.0
ORD000198,DC001,MED037,SUP005,2026-02-13,2026-02-13,2026-02-13,194.0,194.0,True,1.0,3.0
ORD000199,DC002,MED037,SUP005,2026-02-13,2026-02-13,2026-02-13,187.0,187.0,True,1.0,2.0
ORD000200,DC003,MED037,SUP005,2026-02-13,2026-02-13,2026-02-13,216.0,216.0,True,1.0,2.0
ORD000201,DC004,MED037,SUP005,2026-02-13,2026-02-13,2026-02-13,154.0,154.0,True,1.0,1.0
ORD000202,DC005,MED037,SUP005,2026-02-13,2026-02-13,2026-02-13,137.0,137.0,True,1.0,1.0
ORD000203,DC006,MED037,SUP005,2026-02-13,2026-02-13,2026-02-13,227.0,227.0,True,1.0,1.0
ORD000204,DC001,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,258.0,258.0,True,1.0,1.0
ORD000205,DC002,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,216.0,216.0,True,1.0,1.0
ORD000206,DC003,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,243.0,243.0,True,1.0,1.0
ORD000207,DC004,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,197.0,197.0,True,1.0,1.0
ORD000208,DC005,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,186.0,186.0,True,1.0,1.0
ORD000209,DC006,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,206.0,206.0,True,1.0,1.0
ORD000210,DC008,MED038,SUP002,2026-02-13,2026-02-13,2026-02-13,248.0,248.0,True,1.0,1.0
ORD000211,DC001,MED039,SUP003,2026-02-13,2026-02-13,2026-02-13,39.0,39.0,True,1.0,2.0
ORD000212,DC002,MED039,SUP003,2026-02-13,2026-02-13,2026-02-13,46.0,46.0,True,1.0,1.0
ORD000213,DC003,MED039,SUP003,2026-02-13,2026-02-13,2026-02-13,52.0,52.0,True,1.0,1.0
ORD000214,DC004,MED039,SUP003,2026-02-13,2026-02-13,2026-02-13,41.0,41.0,True,1.0,2.0
ORD000215,DC008,MED039,SUP003,2026-02-13,2026-02-13,2026-02-13,43.0,43.0,True,1.0,2.0
ORD000216,DC004,MED040,SUP004,2026-02-13,2026-02-13,2026-02-13,65.0,65.0,True,1.0,1.0
ORD000217,DC005,MED040,SUP004,2026-02-13,2026-02-13,2026-02-13,113.0,113.0,True,1.0,1.0
ORD000218,DC007,MED040,SUP004,2026-02-13,2026-02-13,2026-02-13,69.0,69.0,True,1.0,2.0
ORD000219,DC008,MED040,SUP004,2026-02-13,2026-02-13,2026-02-13,71.0,71.0,True,1.0,1.0
ORD000220,DC002,MED001,SUP005,2026-02-14,2026-02-14,2026-02-14,30.0,30.0,True,1.0,1.0
ORD000221,DC003,MED001,SUP005,2026-02-14,2026-02-14,2026-02-14,16.0,16.0,True,1.0,1.0
ORD000222,DC005,MED001,SUP005,2026-02-14,2026-02-14,2026-02-14,17.0,17.0,True,1.0,1.0
ORD000223,DC006,MED001,SUP005,2026-02-14,2026-02-14,2026-02-14,9.0,9.0,True,1.0,1.0
ORD000224,DC007,MED001,SUP005,2026-02-14,2026-02-14,2026-02-14,33.0,33.0,True,1.0,1.0
ORD000225,DC001,MED002,SUP005,2026-02-14,2026-02-14,2026-02-14,32.0,32.0,True,1.0,2.0
ORD000226,DC002,MED002,SUP005,2026-02-14,2026-02-14,2026-02-14,29.0,29.0,True,1.0,1.0
ORD000227,DC004,MED002,SUP005,2026-02-14,2026-02-14,2026-02-14,14.0,14.0,True,1.0,2.0
ORD000228,DC001,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,61.0,61.0,True,1.0,2.0
ORD000229,DC002,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,60.0,60.0,True,1.0,1.0
ORD000230,DC003,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,67.0,67.0,True,1.0,2.0
ORD000231,DC004,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,55.0,55.0,True,1.0,2.0
ORD000232,DC006,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,60.0,60.0,True,1.0,1.0
ORD000233,DC007,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,72.0,72.0,True,1.0,1.0
ORD000234,DC008,MED003,SUP003,2026-02-14,2026-02-14,2026-02-14,60.0,60.0,True,1.0,1.0
ORD000235,DC001,MED004,SUP005,2026-02-14,2026-02-14,2026-02-14,93.0,93.0,True,1.0,1.0
ORD000236,DC002,MED004,SUP005,2026-02-14,2026-02-14,2026-02-14,100.0,100.0,True,1.0,1.0
ORD000237,DC003,MED004,SUP005,2026-02-14,2026-02-14,2026-02-14,88.0,88.0,True,1.0,1.0
ORD000238,DC004,MED004,SUP005,2026-02-14,2026-02-14,2026-02-14,116.0,116.0,True,1.0,3.0
